Overall Qual,Exter Qual,Kitchen Qual,Bsmt Qual,Gr Liv Area,Total Bsmt SF,1st Flr SF,Lot Area,Lot Frontage,Neighborhood,MS Zoning,Bldg Type,House Style,Year Built,Year Remod/Add,Full Bath,TotRms AbvGrd,Garage Cars,Garage Area,Fireplaces,Central Air,BsmtFin SF 1,Wood Deck SF,Open Porch SF,Mas Vnr Area,SalePrice
7,Gd,Gd,Gd,1652,782.0,782,8998,68.0,CollgCr,RL,1Fam,2Story,2000,2000,2,6,2.0,532.0,0,Y,527.0,0,70,120.0,207500
7,Gd,Gd,Gd,1790,873.0,882,9179,68.0,CollgCr,RL,1Fam,2Story,1999,1999,2,7,2.0,588.0,0,Y,633.0,0,88,158.0,193000
7,TA,Gd,Gd,1724,880.0,880,8924,57.0,CollgCr,RL,1Fam,2Story,1998,1999,2,8,2.0,527.0,0,Y,0.0,120,155,0.0,188000
7,Gd,Gd,Gd,1479,1468.0,1479,9382,93.0,CollgCr,RL,1Fam,1Story,1999,2000,2,6,2.0,577.0,0,Y,0.0,120,25,125.0,191000
7,Gd,Gd,Gd,1494,1494.0,1494,12803,88.0,CollgCr,RL,1Fam,1Story,2002,2002,2,6,2.0,530.0,1,Y,922.0,192,36,99.0,221000
7,Gd,Gd,Gd,1792,963.0,963,12435,80.0,CollgCr,RL,1Fam,2Story,2001,2001,2,7,2.0,564.0,1,Y,361.0,0,96,172.0,231500
7,Gd,Gd,Gd,1823,928.0,928,12192,75.0,CollgCr,RL,1Fam,2Story,2000,2001,2,6,2.0,626.0,0,Y,663.0,192,36,0.0,235000
7,Gd,Gd,Gd,1786,920.0,920,11250,68.0,CollgCr,RL,1Fam,2Story,2001,2002,2,6,2.0,608.0,1,Y,486.0,0,42,162.0,223500
5,TA,TA,Gd,938,938.0,938,9200,,CollgCr,RL,1Fam,1Story,1975,1980,1,5,1.0,308.0,0,Y,280.0,145,0,0.0,130250
5,Gd,TA,Gd,985,985.0,985,8385,65.0,CollgCr,RL,1Fam,SLvl,1977,1977,2,6,1.0,328.0,0,Y,595.0,210,0,220.0,149900
5,TA,TA,Gd,1174,864.0,1174,12250,,CollgCr,RL,1Fam,1Story,1978,1978,1,5,2.0,528.0,0,Y,781.0,211,0,180.0,158000
6,TA,TA,Gd,1026,940.0,1026,10970,,CollgCr,RL,1Fam,SLvl,1978,1978,1,5,2.0,576.0,0,Y,505.0,0,0,0.0,147000
5,TA,TA,TA,1076,1076.0,1076,9216,,CollgCr,RL,1Fam,1Story,1975,1975,1,5,2.0,576.0,1,Y,294.0,0,0,176.0,143195
5,TA,TA,TA,1558,864.0,1558,14330,40.0,CollgCr,RL,1Fam,1Story,1975,2001,2,5,2.0,440.0,0,Y,88.0,140,0,0.0,163000
5,TA,TA,Gd,924,924.0,924,7990,88.0,CollgCr,RL,1Fam,1Story,1975,1975,1,5,1.0,280.0,0,Y,0.0,0,0,0.0,110000
5,TA,TA,TA,864,864.0,864,7180,60.0,CollgCr,RL,1Fam,1Story,1972,1972,1,5,1.0,352.0,0,Y,390.0,0,0,0.0,127000
5,TA,TA,TA,780,780.0,780,7200,60.0,CollgCr,RL,1Fam,1Story,1972,1972,1,4,1.0,352.0,0,Y,632.0,196,0,0.0,124900
8,Gd,Gd,Gd,1795,1777.0,1795,9742,75.0,CollgCr,RL,1Fam,1Story,2002,2002,2,7,2.0,534.0,1,Y,0.0,171,159,281.0,230000
8,Gd,Gd,Gd,2031,1128.0,1128,9473,75.0,CollgCr,RL,1Fam,2Story,2002,2002,2,7,2.0,577.0,1,Y,804.0,0,211,,237000
7,Gd,Gd,Gd,1865,992.0,992,10316,,CollgCr,RL,1Fam,2Story,2000,2000,2,7,3.0,839.0,1,Y,735.0,0,184,0.0,235000
7,Gd,Gd,Gd,2161,1257.0,1290,10400,,CollgCr,RL,1Fam,2Story,2001,2001,2,8,2.0,570.0,1,Y,0.0,0,84,227.0,230500
8,Gd,Gd,Gd,1852,1004.0,1004,9066,73.0,CollgCr,RL,1Fam,2Story,1999,2000,2,7,3.0,660.0,2,Y,668.0,224,106,320.0,230000
7,Gd,Gd,Gd,2031,1153.0,1153,11404,75.0,CollgCr,RL,1Fam,2Story,1998,1999,2,8,2.0,541.0,1,Y,252.0,192,84,202.0,222500
8,Gd,Gd,Gd,2263,1055.0,1055,9240,,CollgCr,RL,1Fam,2Story,2001,2002,2,7,2.0,905.0,1,Y,0.0,0,45,396.0,287000
9,Gd,Gd,Gd,1947,1357.0,1366,9720,,CollgCr,RL,1Fam,2Story,2001,2002,2,7,3.0,725.0,1,Y,1194.0,168,116,134.0,274000
8,Gd,Gd,Ex,1786,1778.0,1786,14860,,CollgCr,RL,1Fam,1Story,2002,2003,2,6,3.0,715.0,1,Y,1538.0,182,35,240.0,300000
8,Gd,Gd,Gd,2290,1128.0,1149,11250,,CollgCr,RL,1Fam,2Story,2002,2002,2,9,2.0,779.0,1,Y,0.0,0,0,0.0,255900
7,Gd,Gd,Gd,1768,884.0,884,8158,65.0,CollgCr,RL,1Fam,2Story,2003,2003,2,8,2.0,543.0,0,Y,550.0,0,63,252.0,224900
7,Gd,Gd,Gd,2327,1129.0,1129,10905,41.0,CollgCr,RL,1Fam,2Story,2003,2003,2,9,2.0,596.0,1,Y,0.0,0,57,0.0,240000
7,Gd,Gd,Gd,1640,798.0,798,7226,72.0,CollgCr,RL,1Fam,2Story,2003,2003,2,6,2.0,595.0,0,Y,0.0,0,45,0.0,183000
8,Gd,Gd,Gd,1764,850.0,886,11690,96.0,CollgCr,RL,1Fam,2Story,1999,2000,2,7,2.0,560.0,1,Y,0.0,120,29,192.0,207000
7,Gd,Gd,Gd,1908,915.0,933,8750,70.0,CollgCr,RL,1Fam,2Story,1994,1995,2,8,2.0,493.0,1,Y,642.0,144,133,0.0,210000
6,Gd,Gd,Gd,848,848.0,848,4435,37.0,CollgCr,RM,TwnhsE,1Story,2003,2003,1,3,2.0,420.0,0,Y,686.0,140,0,170.0,136500
6,Gd,Gd,Gd,848,848.0,848,4426,,CollgCr,RM,TwnhsE,1Story,2004,2004,1,3,2.0,420.0,0,Y,662.0,140,0,205.0,145000
6,TA,Gd,Gd,1493,1478.0,1493,13125,75.0,CollgCr,RL,1Fam,1Story,1997,1998,2,7,2.0,508.0,1,Y,994.0,140,39,215.0,208900
6,TA,TA,Gd,1838,1838.0,1838,10126,83.0,CollgCr,RM,Duplex,SFoyer,1997,1998,2,8,3.0,721.0,0,Y,1593.0,160,67,0.0,185000
7,Gd,Gd,Gd,1536,1536.0,1536,9135,70.0,CollgCr,RL,1Fam,1Story,2002,2003,2,7,2.0,532.0,0,Y,810.0,192,74,113.0,214000
7,Gd,Gd,Gd,1710,856.0,856,8450,65.0,CollgCr,RL,1Fam,2Story,2003,2003,2,8,2.0,548.0,0,Y,706.0,0,61,196.0,208500
7,Gd,Gd,Gd,1445,1445.0,1445,9750,75.0,CollgCr,RL,1Fam,1Story,2004,2004,2,6,2.0,470.0,0,Y,24.0,0,35,50.0,186500
7,Gd,Gd,Gd,1436,1436.0,1436,8450,65.0,CollgCr,RL,1Fam,1Story,2004,2004,2,8,2.0,484.0,0,Y,946.0,139,98,266.0,210000
7,Gd,Gd,Gd,1582,770.0,770,8320,64.0,CollgCr,RL,1Fam,2Story,2004,2004,2,6,2.0,520.0,0,Y,490.0,0,45,0.0,185900
8,Gd,Gd,Ex,1234,1234.0,1234,11049,85.0,CollgCr,RL,1Fam,1Story,2007,2007,2,7,2.0,484.0,0,Y,0.0,0,30,0.0,179900
7,Gd,Gd,Gd,1564,1564.0,1564,11058,85.0,CollgCr,RL,1Fam,1Story,2007,2007,2,6,3.0,814.0,0,Y,56.0,0,24,212.0,218836
7,Gd,Gd,Gd,1361,1351.0,1361,9627,74.0,CollgCr,RL,1Fam,1Story,2007,2007,2,6,2.0,610.0,0,Y,24.0,0,50,0.0,193000
7,Gd,Gd,Gd,1456,728.0,728,8199,63.0,CollgCr,RL,1Fam,2Story,2005,2005,2,7,2.0,410.0,1,Y,648.0,36,18,0.0,189000
6,Gd,Gd,Gd,848,848.0,848,4426,,CollgCr,RM,TwnhsE,1Story,2004,2004,1,3,2.0,420.0,1,Y,697.0,149,0,147.0,149300
6,Gd,Gd,Gd,848,848.0,848,4426,,CollgCr,RM,TwnhsE,1Story,2004,2004,1,3,2.0,420.0,1,Y,697.0,149,0,147.0,141000
6,Gd,Gd,Gd,848,848.0,848,4438,,CollgCr,RM,TwnhsE,1Story,2004,2004,1,3,2.0,420.0,1,Y,662.0,149,0,205.0,149000
6,Gd,Gd,Gd,848,848.0,848,4438,,CollgCr,RM,TwnhsE,1Story,2004,2004,1,4,2.0,420.0,1,Y,662.0,140,0,169.0,144500
5,TA,TA,Fa,796,796.0,796,8777,67.0,Edwards,RL,1Fam,1Story,1910,1950,1,4,0.0,0.0,0,Y,0.0,328,0,0.0,85000
5,TA,TA,TA,2200,1272.0,1272,8777,67.0,Edwards,RL,Duplex,1.5Fin,1900,2003,2,9,0.0,0.0,0,Y,1084.0,0,70,0.0,145900
5,TA,TA,TA,1092,1092.0,1092,9825,75.0,Edwards,RL,1Fam,1Story,1966,1966,1,6,1.0,264.0,0,Y,609.0,259,0,0.0,123000
5,Gd,TA,TA,1256,1256.0,1256,9937,75.0,Edwards,RL,1Fam,1Story,1965,1965,1,6,1.0,276.0,0,Y,830.0,736,68,0.0,147500
5,TA,TA,Gd,1033,456.0,1033,12102,64.0,Edwards,RL,1Fam,SFoyer,1976,1976,1,6,2.0,504.0,0,Y,456.0,224,0,222.0,165000
6,TA,TA,TA,1127,1127.0,1127,6500,65.0,Edwards,RL,1Fam,1Story,1976,1976,1,6,2.0,480.0,1,Y,1033.0,0,0,84.0,135000
5,TA,TA,TA,996,996.0,996,13907,63.0,Edwards,RL,1Fam,1Story,1940,1969,1,6,0.0,0.0,1,Y,290.0,144,0,0.0,108000
4,TA,TA,Gd,1181,1138.0,1181,10012,90.0,Edwards,RL,1Fam,SFoyer,1972,1972,2,6,2.0,588.0,0,Y,920.0,0,0,0.0,137500
7,Gd,Gd,Gd,1656,746.0,760,6931,60.0,Edwards,RL,1Fam,2Story,2003,2004,2,7,2.0,397.0,1,Y,0.0,178,128,92.0,165400
6,TA,TA,TA,1117,1029.0,1117,9638,,Edwards,RL,1Fam,SLvl,1977,1977,1,6,2.0,542.0,1,Y,368.0,292,0,0.0,147000
6,TA,TA,TA,1398,684.0,684,7200,72.0,Edwards,RL,1Fam,2Story,1976,2001,1,6,2.0,440.0,1,Y,288.0,0,0,0.0,160500
4,TA,Gd,Gd,1132,1132.0,1132,7024,60.0,Edwards,RL,1Fam,1Story,2005,2005,1,5,2.0,451.0,0,Y,1024.0,252,64,0.0,176000
5,TA,Ex,,3820,0.0,3820,47007,123.0,Edwards,RL,1Fam,1Story,1959,1996,3,11,2.0,624.0,2,Y,0.0,0,372,0.0,284700
10,Ex,Ex,Ex,5642,6110.0,4692,63887,313.0,Edwards,RL,1Fam,2Story,2008,2008,2,12,2.0,1418.0,3,Y,5644.0,214,292,796.0,160000
6,TA,TA,Gd,1072,547.0,1072,3675,35.0,Edwards,RM,TwnhsE,SLvl,2005,2005,1,5,2.0,525.0,0,Y,459.0,0,28,80.0,148000
4,TA,Fa,,1152,0.0,1152,6040,65.0,Edwards,RL,Duplex,1Story,1955,1955,2,6,0.0,0.0,0,N,0.0,0,0,0.0,82000
4,TA,TA,,1152,0.0,1152,6012,65.0,Edwards,RL,Duplex,1Story,1955,1955,2,6,0.0,0.0,0,N,0.0,0,0,0.0,82000
4,TA,Fa,TA,1440,1440.0,1440,12108,92.0,Edwards,RL,Duplex,1Story,1955,1955,2,8,0.0,0.0,0,N,133.0,0,0,270.0,118000
4,TA,TA,,1152,0.0,1152,6845,74.0,Edwards,RL,Duplex,1Story,1955,1955,2,6,0.0,0.0,0,N,0.0,0,0,58.0,82500
4,TA,TA,TA,784,784.0,784,6931,56.0,Edwards,RL,2fmCon,1Story,1955,1955,1,4,0.0,0.0,0,N,784.0,112,0,0.0,91900
5,TA,Ex,TA,1053,585.0,585,12180,60.0,Edwards,RL,1Fam,1.5Fin,1938,2007,1,5,0.0,0.0,0,Y,0.0,42,0,0.0,120000
5,TA,TA,,1137,0.0,929,8050,57.0,Edwards,RL,1Fam,1.5Fin,1947,1993,1,8,0.0,0.0,0,Y,0.0,0,0,0.0,96000
4,TA,TA,Gd,930,911.0,930,9520,68.0,Edwards,RL,1Fam,1Story,1953,1953,1,5,1.0,286.0,0,Y,767.0,134,0,115.0,99000
5,TA,TA,TA,1200,768.0,768,11767,70.0,Edwards,RL,1Fam,1.5Fin,1946,1995,1,6,1.0,240.0,0,Y,352.0,0,0,0.0,130500
4,TA,TA,TA,1470,941.0,997,8172,60.0,Edwards,RL,1Fam,1.5Fin,1954,1972,2,7,1.0,548.0,0,Y,0.0,0,0,0.0,135000
5,TA,TA,TA,1393,816.0,872,16466,59.0,Edwards,RL,1Fam,1.5Fin,1955,1955,1,8,1.0,300.0,0,Y,0.0,121,0,0.0,135500
4,TA,TA,Ex,1204,416.0,1204,7692,62.0,Edwards,RL,1Fam,SLvl,1954,1954,1,6,1.0,312.0,0,Y,0.0,0,0,0.0,100000
4,TA,Gd,TA,1292,949.0,949,5142,67.0,Edwards,RL,1Fam,1.5Fin,1923,2008,1,6,1.0,205.0,0,Y,224.0,0,0,0.0,108000
5,TA,TA,TA,864,864.0,864,5604,67.0,Edwards,RL,1Fam,1Story,1925,1950,1,5,0.0,0.0,0,N,468.0,0,0,0.0,98000
3,TA,TA,TA,864,864.0,864,8248,45.0,Edwards,RL,1Fam,1Story,1914,1950,1,5,0.0,0.0,0,N,41.0,0,0,0.0,67000
5,TA,Fa,TA,1716,780.0,936,5687,55.0,SWISU,RL,2fmCon,2Story,1912,2000,2,9,0.0,0.0,0,N,210.0,0,184,0.0,135900
6,TA,Fa,TA,1482,672.0,810,12155,,SWISU,RH,1Fam,2Story,1925,1950,2,7,1.0,400.0,0,N,156.0,0,0,0.0,140000
5,TA,Gd,TA,2192,720.0,1052,8400,60.0,SWISU,RL,1Fam,2.5Fin,1939,1997,2,8,1.0,240.0,1,Y,378.0,262,24,0.0,179500
6,TA,TA,TA,1694,1181.0,1390,8400,60.0,SWISU,RL,1Fam,1.5Fin,1925,1950,2,7,2.0,576.0,1,Y,423.0,342,0,0.0,136500
7,TA,TA,TA,1424,1228.0,1424,7290,60.0,SWISU,RL,1Fam,1Story,1921,1950,2,7,1.0,312.0,1,Y,0.0,0,0,174.0,168000
5,TA,TA,TA,1964,940.0,1024,8525,55.0,SWISU,RH,1Fam,2Story,1911,1950,1,7,0.0,0.0,0,N,0.0,0,192,0.0,130000
5,TA,TA,TA,2601,612.0,990,9842,51.0,SWISU,RL,1Fam,2Story,1921,1998,3,8,2.0,621.0,0,Y,0.0,183,0,0.0,189000
6,TA,TA,TA,1920,960.0,960,7804,64.0,SWISU,RL,Duplex,2.5Unf,1930,1950,2,10,2.0,480.0,2,Y,281.0,248,0,0.0,161900
6,TA,TA,TA,1316,644.0,672,8969,66.0,Crawfor,RL,1Fam,2Story,1926,1950,1,6,1.0,369.0,1,Y,379.0,0,0,0.0,145000
6,TA,TA,Ex,2555,588.0,1423,11526,79.0,Crawfor,RL,1Fam,2.5Fin,1922,1994,2,11,2.0,672.0,1,Y,0.0,431,0,0.0,191000
6,TA,TA,Gd,1680,840.0,840,15576,63.0,Crawfor,RL,1Fam,2Story,1915,1976,2,8,1.0,308.0,0,Y,0.0,0,0,0.0,177000
6,TA,TA,Gd,1264,676.0,676,15564,63.0,Crawfor,RL,1Fam,1.5Fin,1914,1995,1,6,2.0,400.0,0,Y,0.0,424,0,0.0,147500
6,TA,TA,Gd,790,768.0,790,6292,52.0,SWISU,RL,1Fam,1Story,1930,1950,1,4,1.0,160.0,0,N,384.0,0,141,0.0,91000
8,Gd,Gd,Fa,1512,798.0,798,7609,54.0,Crawfor,RL,1Fam,2Story,1925,1997,2,7,1.0,180.0,1,Y,406.0,85,16,0.0,231000
6,TA,TA,TA,1639,1064.0,1166,10480,51.0,SWISU,RL,1Fam,1.5Fin,1936,1950,1,6,1.0,240.0,0,Y,0.0,0,0,0.0,115000
6,TA,TA,TA,1603,784.0,819,9650,,Crawfor,RL,1Fam,2Story,1923,1950,1,7,2.0,599.0,1,Y,0.0,0,217,0.0,138000
7,TA,TA,Gd,1502,776.0,851,7200,60.0,Crawfor,RL,1Fam,2Story,1931,2000,1,6,1.0,270.0,1,Y,0.0,0,0,0.0,149000
6,TA,TA,TA,1660,715.0,849,11988,74.0,Crawfor,RL,1Fam,2Story,1934,1995,1,6,1.0,240.0,1,Y,326.0,0,0,0.0,188700
5,TA,Gd,TA,1938,942.0,1265,11700,,Crawfor,RL,1Fam,1.5Fin,1937,1995,2,7,1.0,240.0,1,Y,606.0,0,40,0.0,198000
5,TA,TA,TA,1374,884.0,932,9260,,Crawfor,RL,1Fam,1.5Fin,1938,1950,1,6,1.0,225.0,0,Y,0.0,64,0,0.0,110000
6,TA,TA,TA,1091,1091.0,1091,7801,79.0,Crawfor,RL,1Fam,1Story,1951,1951,1,5,1.0,344.0,1,N,500.0,66,105,88.0,104000
8,TA,TA,TA,1873,608.0,983,9670,100.0,Crawfor,RL,1Fam,2Story,1935,1950,1,9,2.0,786.0,2,Y,210.0,0,0,40.0,257076
8,TA,Gd,TA,3447,728.0,1968,14100,,Crawfor,RL,1Fam,1.5Fin,1935,1997,3,11,3.0,1014.0,2,Y,192.0,314,12,632.0,381000
7,Gd,Gd,TA,1954,798.0,1137,15660,,Crawfor,RL,1Fam,1.5Fin,1939,2006,1,8,2.0,431.0,2,Y,341.0,0,119,312.0,311500
7,TA,Gd,TA,2161,832.0,1218,12392,70.0,Crawfor,RL,1Fam,1.5Fin,1950,2000,2,8,2.0,506.0,2,Y,435.0,0,96,0.0,263400
5,TA,TA,TA,1898,1898.0,1898,26073,56.0,Crawfor,RL,1Fam,1Story,1956,1956,2,7,2.0,484.0,2,Y,1116.0,0,51,0.0,236500
6,Gd,Gd,TA,1640,1296.0,1640,14778,,Crawfor,RL,1Fam,1Story,1954,2006,1,7,2.0,924.0,1,Y,728.0,108,0,72.0,224000
6,TA,TA,Gd,1032,516.0,516,1879,24.0,Blueste,RM,Twnhs,2Story,1980,1980,1,5,2.0,462.0,1,Y,366.0,213,0,0.0,116500
6,TA,TA,Gd,1556,716.0,716,1950,24.0,Blueste,RM,Twnhs,2Story,1980,1980,2,6,2.0,452.0,1,Y,81.0,161,0,0.0,151000
6,TA,TA,TA,919,894.0,919,7000,50.0,IDOTRR,RM,1Fam,1Story,1926,1998,1,5,1.0,195.0,0,Y,299.0,0,0,0.0,126000
6,TA,TA,Fa,1090,720.0,760,6000,60.0,IDOTRR,RM,1Fam,1.5Fin,1940,2006,1,5,1.0,240.0,0,Y,0.0,0,0,0.0,120000
4,TA,TA,TA,796,796.0,796,3636,40.0,IDOTRR,RM,1Fam,1Story,1922,1950,1,5,0.0,0.0,0,N,0.0,0,0,0.0,55000
6,Gd,TA,TA,816,816.0,816,5890,,IDOTRR,RM,1Fam,1Story,1930,2007,1,5,1.0,432.0,0,Y,538.0,0,0,0.0,120500
5,TA,TA,TA,778,740.0,778,6900,71.0,IDOTRR,RM,1Fam,1Story,1940,1955,1,4,1.0,924.0,1,Y,403.0,0,25,0.0,120500
5,TA,TA,Gd,1200,780.0,780,8155,58.0,IDOTRR,RM,1Fam,1.5Fin,1930,1950,1,7,0.0,0.0,0,Y,0.0,0,0,0.0,119000
5,Fa,TA,Gd,1656,624.0,1092,6000,75.0,IDOTRR,RM,1Fam,SLvl,1967,1967,1,7,1.0,288.0,1,Y,257.0,0,180,0.0,126000
5,TA,TA,TA,912,520.0,912,7392,60.0,IDOTRR,RM,1Fam,1Story,1930,1995,1,5,1.0,360.0,0,Y,0.0,0,90,0.0,99500
5,TA,TA,TA,1955,1151.0,1151,9000,75.0,IDOTRR,RM,1Fam,1.5Fin,1958,1958,2,7,1.0,356.0,0,Y,330.0,0,0,162.0,165500
1,Fa,Fa,,733,0.0,733,14584,80.0,IDOTRR,A (agr),1Fam,1Story,1952,1952,1,4,2.0,487.0,0,N,0.0,0,0,0.0,13100
4,TA,TA,Po,1361,173.0,825,5280,60.0,IDOTRR,C (all),1Fam,2Story,1895,1950,1,6,1.0,185.0,0,N,0.0,0,123,0.0,89000
4,TA,TA,TA,1317,649.0,649,8500,50.0,IDOTRR,C (all),1Fam,2Story,1920,1950,1,6,1.0,250.0,0,N,0.0,0,54,0.0,40000
4,TA,TA,Po,1049,356.0,671,5150,52.0,IDOTRR,C (all),1Fam,1.5Fin,1910,2000,1,5,1.0,195.0,0,N,0.0,0,0,0.0,80900
3,Fa,TA,TA,894,894.0,894,18000,120.0,IDOTRR,C (all),1Fam,1Story,1935,1950,1,6,3.0,1248.0,0,Y,0.0,0,20,0.0,81000
4,TA,Fa,Fa,864,592.0,432,9000,60.0,IDOTRR,C (all),1Fam,2Story,1920,1950,1,5,1.0,216.0,0,Y,0.0,0,30,0.0,65000
8,Ex,Gd,Ex,1652,1600.0,1652,5587,64.0,Crawfor,RM,TwnhsE,1Story,2008,2008,2,5,2.0,482.0,1,Y,1480.0,162,53,186.0,392500
8,Ex,Ex,Ex,1648,1596.0,1648,3843,44.0,Crawfor,RM,TwnhsE,1Story,2007,2008,2,5,2.0,525.0,1,Y,1476.0,162,53,186.0,294464
7,Gd,Ex,Ex,1646,1594.0,1646,3811,44.0,Crawfor,RM,TwnhsE,1Story,2004,2005,2,5,2.0,482.0,1,Y,1474.0,128,53,174.0,250000
8,Gd,Gd,Ex,1646,1594.0,1646,3842,44.0,Crawfor,RM,TwnhsE,1Story,2004,2005,2,5,2.0,482.0,1,Y,1373.0,128,53,174.0,275000
7,Gd,Gd,Ex,2032,1840.0,2032,23730,,Mitchel,RL,1Fam,1Story,1996,1997,3,7,3.0,786.0,0,Y,700.0,0,46,668.0,300000
8,Gd,Gd,Gd,1689,1568.0,1689,13265,,Mitchel,RL,1Fam,1Story,2002,2002,2,7,3.0,857.0,2,Y,1218.0,150,59,148.0,271000
7,TA,Gd,Gd,1820,910.0,910,11050,,Mitchel,RL,1Fam,2Story,1996,1997,2,8,3.0,816.0,1,Y,0.0,318,32,0.0,213000
6,TA,TA,TA,1118,1096.0,1118,9880,76.0,Mitchel,RL,1Fam,SLvl,1977,1977,1,6,1.0,358.0,1,Y,522.0,203,0,0.0,171000
6,TA,TA,TA,1279,1196.0,1279,10125,75.0,Mitchel,RL,1Fam,1Story,1977,1977,2,6,2.0,473.0,2,Y,641.0,238,83,0.0,171500
5,TA,TA,,1872,0.0,936,10260,76.0,Mitchel,RL,Duplex,2Story,1976,1976,2,8,2.0,484.0,0,Y,0.0,0,0,0.0,100000
4,TA,TA,Gd,1689,1680.0,1689,9990,74.0,Mitchel,RL,1Fam,1Story,1991,1991,2,6,2.0,432.0,1,Y,1383.0,428,120,0.0,228500
5,TA,TA,TA,1786,1499.0,1619,164660,,Timber,RL,2fmCon,1.5Fin,1965,1965,2,7,2.0,529.0,2,Y,1249.0,670,0,0.0,228950
7,Gd,Gd,Gd,1501,1277.0,1501,4084,42.0,Timber,RL,TwnhsE,1Story,1986,1986,2,6,2.0,512.0,1,Y,893.0,240,0,340.0,241500
8,Gd,Gd,Gd,2898,1565.0,2898,15498,,Timber,RL,1Fam,1Story,1976,1976,2,10,2.0,665.0,1,Y,1165.0,0,72,0.0,287000
8,Gd,Gd,Ex,1537,1518.0,1537,11563,74.0,Timber,RL,1Fam,1Story,2006,2007,2,8,3.0,788.0,0,Y,1036.0,0,26,258.0,294000
8,Gd,Gd,Gd,1646,1638.0,1646,9520,71.0,Timber,RL,1Fam,1Story,2007,2008,2,7,3.0,800.0,1,Y,1513.0,192,44,338.0,293077
8,Gd,Gd,Gd,1780,920.0,920,12852,107.0,Timber,RL,1Fam,2Story,2007,2007,2,6,2.0,612.0,1,Y,770.0,0,192,0.0,264966
5,TA,TA,Gd,1442,352.0,712,9802,73.0,Timber,RL,1Fam,SLvl,2006,2007,2,6,2.0,400.0,0,Y,0.0,100,0,0.0,172500
5,TA,Gd,Gd,1394,384.0,754,9735,73.0,Timber,RL,1Fam,SLvl,2006,2007,2,7,2.0,400.0,0,Y,0.0,100,0,0.0,167500
7,Gd,Gd,Gd,1612,796.0,796,12018,81.0,Timber,RL,1Fam,2Story,2008,2008,2,6,3.0,666.0,0,Y,0.0,0,64,60.0,218689
6,TA,TA,Gd,1495,1495.0,1495,12890,75.0,Timber,RL,1Fam,1Story,1989,1989,2,8,2.0,438.0,1,Y,0.0,252,0,128.0,150000
6,TA,TA,Gd,1651,1606.0,1651,12416,47.0,Timber,RL,1Fam,1Story,1986,1986,2,7,2.0,616.0,1,Y,1398.0,192,0,132.0,184000
6,Gd,Gd,Gd,1256,1256.0,1256,18265,93.0,Timber,RL,1Fam,1Story,1986,1986,2,6,2.0,578.0,1,Y,920.0,282,0,228.0,180000
6,Gd,Gd,Gd,1509,1461.0,1509,10200,85.0,Timber,RL,1Fam,SLvl,1988,1989,2,5,2.0,600.0,1,Y,783.0,224,0,219.0,175000
8,Gd,Gd,Ex,1440,1432.0,1440,11202,82.0,Timber,RL,1Fam,1Story,2003,2003,2,7,2.0,467.0,1,Y,1029.0,185,95,206.0,232500
6,Gd,Gd,Ex,1675,1666.0,1675,7915,,Timber,RL,1Fam,1Story,1999,2000,2,6,2.0,435.0,0,Y,1223.0,165,52,0.0,195000
8,Gd,Gd,Gd,2262,1482.0,1482,12244,85.0,Timber,RL,1Fam,2Story,2003,2003,2,10,3.0,749.0,2,Y,871.0,168,0,226.0,305000
8,Gd,Gd,Gd,1728,1884.0,1728,11449,79.0,Timber,RL,1Fam,1Story,2007,2007,2,7,2.0,520.0,1,Y,1011.0,0,276,0.0,298751
8,Gd,Gd,Ex,1964,1964.0,1964,11447,85.0,Timber,RL,1Fam,1Story,2005,2006,2,7,3.0,892.0,1,Y,1571.0,0,265,674.0,370000
7,TA,TA,Gd,1344,1344.0,1344,8940,97.0,Mitchel,RM,Duplex,SFoyer,1997,1998,2,8,4.0,784.0,0,Y,1309.0,0,0,200.0,209200
7,TA,TA,Gd,1344,1344.0,1344,7060,78.0,Mitchel,RM,Duplex,SFoyer,1997,1998,2,8,4.0,784.0,0,Y,1309.0,0,0,200.0,206300
5,TA,TA,Gd,1092,1092.0,1092,9278,77.0,Mitchel,RL,1Fam,1Story,2007,2008,1,5,0.0,0.0,0,Y,0.0,0,52,0.0,146000
6,TA,TA,Ex,1189,1189.0,1189,4500,32.0,Mitchel,RM,TwnhsE,1Story,1997,1997,2,4,2.0,392.0,0,Y,864.0,0,122,197.0,160500
4,TA,TA,Gd,1200,1200.0,1200,14137,150.0,Mitchel,RL,1Fam,SFoyer,1964,1964,1,6,3.0,850.0,0,Y,865.0,0,119,98.0,173000
5,TA,TA,Gd,1040,1040.0,1040,4224,,MeadowV,RM,TwnhsE,1Story,1975,1975,1,6,2.0,499.0,0,Y,769.0,0,100,0.0,124000
5,TA,TA,Gd,1304,264.0,616,2665,,MeadowV,RM,TwnhsE,2Story,1976,1976,1,4,1.0,336.0,1,Y,0.0,141,24,0.0,115000
5,TA,TA,Gd,1475,550.0,925,2665,41.0,MeadowV,RM,TwnhsE,2Story,1976,1976,2,6,1.0,336.0,1,Y,318.0,92,26,0.0,129500
4,TA,TA,Gd,988,526.0,526,1974,21.0,MeadowV,RM,Twnhs,SFoyer,1973,2006,1,5,1.0,297.0,0,Y,501.0,120,101,0.0,105000
4,TA,TA,Gd,988,462.0,526,1596,21.0,MeadowV,RM,Twnhs,SLvl,1973,1973,1,4,1.0,297.0,1,Y,437.0,0,101,0.0,94900
